"1","AuthorPullRequest","2016-05-10T12:25:45-04:00"
"2","AuthorPullRequest","2016-05-10T12:40:18-04:00"
"3","AuthorPullRequest","2016-06-26T15:46:15-04:00"
"4","AuthorPullRequest","2016-06-28T10:51:41-04:00"
"5","AuthorPullRequest","2016-07-09T10:39:11-04:00"
"6","AuthorPullRequest","2016-08-01T15:01:19-04:00"
"7","AuthorIssue","2016-08-10T21:36:36-04:00"
"8","EditorIssue","2016-08-10T21:37:23-04:00"
"9","AuthorPullRequest","2016-08-11T10:39:34-04:00"
"10","AuthorPullRequest","2016-08-14T14:46:58-04:00"
"11","AuthorPullRequest","2016-08-15T00:14:58-04:00"
"12","AuthorPullRequest","2016-08-19T09:01:47-04:00"
"13","AuthorPullRequest","2016-08-22T21:09:50-04:00"
"14","AuthorPullRequest","2016-09-08T04:44:50-04:00"
"15","AuthorPullRequest","2016-09-08T05:04:19-04:00"
"16","AuthorPullRequest","2016-09-15T08:27:10-04:00"
"17","AuthorPullRequest","2016-09-22T10:20:50-04:00"
"18","AuthorPullRequest","2016-09-24T12:29:53-04:00"
"19","AuthorPullRequest","2016-09-26T12:25:04-04:00"
"20","AuthorPullRequest","2016-09-27T05:17:45-04:00"
"21","EditorPullRequest","2016-09-27T05:43:46-04:00"
"22","AuthorPullRequest","2016-10-11T16:33:38-04:00"
"23","AuthorPullRequest","2016-10-14T09:26:55-04:00"
"24","AuthorPullRequest","2016-10-16T09:24:16-03:00"
"25","AuthorPullRequest","2016-10-16T11:31:52-03:00"
"26","AuthorPullRequest","2016-10-21T13:35:37-03:00"
"27","AuthorPullRequest","2016-10-22T19:03:15-03:00"
"28","AuthorPullRequest","2016-10-23T09:30:55-03:00"
"29","AuthorIssue","2016-10-25T11:29:58-03:00"
"30","EditorIssue","2016-10-25T11:32:18-03:00"
"31","AuthorPullRequest","2016-10-27T15:04:21-03:00"
"32","Merged","2016-10-28T19:05:13-03:00"
"33","AuthorPullRequest","2016-10-30T12:59:44-03:00"
"34","AuthorPullRequest","2016-11-01T09:15:46-03:00"
"35","EditorPullRequest","2016-11-01T09:22:29-03:00"
"36","Merged","2016-11-04T19:21:02-03:00"
"37","AuthorPullRequest","2016-11-06T12:24:22-03:00"
"38","AuthorPullRequest","2016-11-06T19:33:13-03:00"
"39","Merged","2016-11-07T14:21:36-03:00"
"40","Merged","2016-11-13T15:48:56-03:00"
"41","AuthorPullRequest","2016-11-13T19:09:52-03:00"
"42","AuthorPullRequest","2016-11-15T16:17:06-03:00"
"43","AuthorPullRequest","2016-11-16T04:02:10-03:00"
"44","Merged","2016-11-16T19:53:47-03:00"
"45","AuthorPullRequest","2016-11-17T13:50:49-03:00"
"46","AuthorPullRequest","2016-11-18T18:56:18-03:00"
"47","AuthorPullRequest","2016-11-22T13:25:06-03:00"
"48","AuthorIssue","2016-11-26T05:59:51-03:00"
"49","AuthorPullRequest","2016-11-27T06:38:56-03:00"
"50","AuthorIssue","2016-11-27T09:00:01-03:00"
"51","AuthorPullRequest","2016-11-30T06:06:07-03:00"
"52","EditorIssue","2016-11-30T06:18:12-03:00"
"53","Merged","2016-11-30T17:24:17-03:00"
"54","AuthorPullRequest","2016-12-01T19:03:45-03:00"
"55","AuthorPullRequest","2016-12-07T13:08:24-03:00"
"56","AuthorIssue","2016-12-09T10:34:24-03:00"
"57","EditorPullRequest","2016-12-10T10:31:40-03:00"
"58","AuthorPullRequest","2016-12-13T08:21:06-03:00"
"59","AuthorPullRequest","2016-12-18T10:15:01-03:00"
"60","AuthorPullRequest","2016-12-22T22:22:18-03:00"
"61","AuthorPullRequest","2017-01-13T11:33:57-03:00"
"62","EditorPullRequest","2017-01-13T12:32:29-03:00"
"63","Merged","2017-01-23T03:40:21-03:00"
"64","AuthorPullRequest","2017-02-10T14:39:16-03:00"
"65","AuthorPullRequest","2017-02-10T17:45:05-03:00"
"66","Merged","2017-02-13T04:58:31-03:00"
"67","AuthorPullRequest","2017-02-17T16:44:07-03:00"
"68","AuthorPullRequest","2017-02-18T15:36:30-03:00"
"69","AuthorPullRequest","2017-02-19T10:44:55-04:00"
"70","Merged","2017-02-19T18:23:58-04:00"
"71","Merged","2017-02-20T15:48:01-04:00"
"72","Merged","2017-02-20T16:09:01-04:00"
"73","Merged","2017-02-20T16:23:24-04:00"
"74","Merged","2017-02-20T16:26:50-04:00"
"75","EditorPullRequest","2017-02-20T19:54:22-04:00"
"76","Merged","2017-02-25T18:20:40-04:00"
"77","EditorIssue","2017-02-25T18:21:49-04:00"
"78","AuthorPullRequest","2017-03-02T17:22:22-04:00"
"79","AuthorPullRequest","2017-03-08T13:32:54-04:00"
"80","EditorPullRequest","2017-03-09T12:31:03-04:00"
"81","Merged","2017-03-12T13:45:27-04:00"
"82","AuthorPullRequest","2017-03-15T02:06:13-04:00"
"83","AuthorPullRequest","2017-03-15T14:40:20-04:00"
"84","EditorPullRequest","2017-03-16T06:11:51-04:00"
"85","AuthorPullRequest","2017-03-16T14:53:04-04:00"
"86","EditorPullRequest","2017-03-16T15:24:23-04:00"
"87","EditorIssue","2017-03-17T14:43:49-04:00"
"88","AuthorPullRequest","2017-03-17T17:15:08-04:00"
"89","Merged","2017-03-19T11:59:29-04:00"
"90","Taggers","2017-03-19T15:59:28.000Z"
"91","AuthorPullRequest","2017-03-21T02:06:31-04:00"
"92","AuthorPullRequest","2017-03-22T10:45:49-04:00"
"93","Merged","2017-03-25T15:11:14-04:00"
"94","EditorPullRequest","2017-03-25T19:50:15-04:00"
"95","AuthorPullRequest","2017-03-28T10:43:46-04:00"
"96","EditorPullRequest","2017-03-29T15:50:33-04:00"
"97","Merged","2017-03-31T21:39:08-04:00"
"98","Merged","2017-04-06T15:13:10-04:00"
"99","Merged","2017-04-09T14:22:45-04:00"
"100","AuthorPullRequest","2017-04-10T14:12:36-04:00"
"101","AuthorPullRequest","2017-04-11T08:04:09-04:00"
"102","Merged","2017-04-11T15:24:07-04:00"
"103","AuthorPullRequest","2017-04-14T13:39:26-04:00"
"104","Merged","2017-04-16T16:01:49-04:00"
"105","AuthorPullRequest","2017-04-17T08:24:21-04:00"
"106","AuthorPullRequest","2017-04-17T08:25:13-04:00"
"107","Merged","2017-04-19T21:03:55-04:00"
"108","Merged","2017-04-19T21:47:23-04:00"
"109","AuthorPullRequest","2017-04-20T11:28:51-04:00"
"110","AuthorPullRequest","2017-04-21T00:12:48-04:00"
"111","Merged","2017-04-22T11:50:43-04:00"
"112","Merged","2017-04-23T17:25:11-04:00"
"113","Merged","2017-04-25T01:58:06-04:00"
"114","AuthorPullRequest","2017-04-25T14:27:08-04:00"
"115","EditorIssue","2017-04-26T03:17:26-04:00"
"116","Merged","2017-04-28T11:07:17-04:00"
"117","AuthorPullRequest","2017-05-04T11:14:08-04:00"
"118","AuthorPullRequest","2017-05-08T05:15:50-04:00"
"119","Merged","2017-05-08T17:55:57-04:00"
"120","Merged","2017-05-08T17:57:43-04:00"
"121","AuthorPullRequest","2017-05-12T07:02:36-04:00"
"122","AuthorPullRequest","2017-05-13T16:30:16-04:00"
"123","AuthorIssue","2017-05-14T09:51:04-04:00"
"124","AuthorIssue","2017-05-14T09:55:36-04:00"
"125","EditorIssue","2017-05-16T14:02:41-04:00"
"126","AuthorPullRequest","2017-05-23T10:50:29-04:00"
"127","AuthorPullRequest","2017-05-23T22:51:42-04:00"
"128","Merged","2017-05-24T00:42:31-04:00"
"129","AuthorPullRequest","2017-05-24T12:43:48-04:00"
"130","Merged","2017-05-25T18:21:53-04:00"
"131","Merged","2017-05-29T18:28:26-04:00"
"132","Merged","2017-05-29T18:34:10-04:00"
"133","AuthorPullRequest","2017-05-30T10:31:46-04:00"
"134","AuthorPullRequest","2017-06-02T15:11:39-04:00"
"135","EditorIssue","2017-06-05T04:45:27-04:00"
"136","AuthorPullRequest","2017-06-10T12:22:16-04:00"
"137","EditorPullRequest","2017-06-14T13:43:34-04:00"
"138","Merged","2017-06-18T05:42:01-04:00"
"139","AuthorPullRequest","2017-06-20T20:26:42-04:00"
"140","Merged","2017-06-21T06:23:53-04:00"
"141","Merged","2017-06-21T14:22:59-04:00"
"142","AuthorPullRequest","2017-06-23T19:53:34-04:00"
"143","Merged","2017-06-23T20:09:12-04:00"
"144","AuthorPullRequest","2017-07-04T18:46:38-04:00"
"145","AuthorPullRequest","2017-07-10T14:06:44-04:00"
"146","Merged","2017-07-12T15:01:59-04:00"
"147","AuthorPullRequest","2017-07-12T15:54:21-04:00"
"148","Merged","2017-07-14T05:13:39-04:00"
"149","AuthorPullRequest","2017-07-14T06:16:03-04:00"
"150","AuthorPullRequest","2017-07-14T06:31:24-04:00"
"151","AuthorPullRequest","2017-07-15T11:39:16-04:00"
"152","Merged","2017-07-15T20:13:34-04:00"
"153","AuthorPullRequest","2017-07-16T16:17:49-04:00"
"154","Merged","2017-07-17T05:07:57-04:00"
"155","AuthorPullRequest","2017-07-19T07:09:52-04:00"
