"1","AuthorIssue","2020-03-21T00:29:18-04:00"
"2","EditorIssue","2020-03-21T01:05:48-04:00"
"3","AuthorIssue","2020-04-20T05:11:54-04:00"
"4","AuthorIssue","2020-06-07T13:44:07-04:00"
"5","EditorIssue","2020-06-07T18:07:21-04:00"
"6","Starred",""
"7","Releases",""
"8","Taggers",""
"9","Reactions",""
"10","AuthorPullRequest",""
"11","EditorPullRequest",""
"12","Merged",""
"13","Watcher","False"
"14","AssigneeIssues","False"
"15","ParticipantIssue","True"
"16","AssigneePullRequest","False"
"17","ParticipantPullRequest","False"
"18","SuggestedReviewer","False"
